CPRO,LIB,ATT,CGAM
656,MASTERCARD ALLOCATION TOURISTI,21,650
233,Compte  DAT client passager,01,220
657,Terminal TPE fixe,91,650
658,Terminal TPE GPRS (fixe),91,650
659,Terminal  GPRS (mobile),91,650
200,EBANKING MIXTE PERSO,38,900
210,EBANKING MIXTE PART,38,900
211,EBANKING MIXTE PRO,38,900
212,EBANKING MIXTE SOCIETE,38,900
199,Cpte Garantie BPCE IOM /ETAPE,01,270
810,Cat à taux progressif,11,800
811,Compte à Terme PROGRESSO,01,800
661,CARTE TECHNOLOGIQUE PP,21,650
003,Compte Alloc. carte Techno.,01,220
660,CARTE TECHNOLOGIQUE PM,21,650
002,COMPTE DROIT ALLOC TOURISTIQUE,01,220
234,Compte Créances abandonnées,01,220
213,SMS PARTICULIERS  BTK,33,900
545,CREDIT FADES MT,11,400
546,CREDIT FADES LT,11,400
547,CREDIT REPORT CT ENTREP DEVISE,11,400
248,Compte PPR DC,01,240
258,Compte PPR Devise,01,250
214,EXTRAIT AFB120,91,910
108,CPT APL Ponctuelle EPS,01,601
109,COMPTE EPS PONCTUELLE,01,003
111,Autorisatio ponctue credoc imp,01,700
103,Cpte APL ponctuel Escompte,01,601
104,Cpte APL ponct Escompte intrag,01,601
105,Cpte APL ponct Escompte Avalis,01,601
106,Cpte APL ponctuel Escompte VIP,01,601
107,Escompte pontuel,01,830
110,CPT AUTORI PONCTUELLE ETRANGER,01,601
112,Autorisation ponctuelle MCNE,11,400
100,Cpte APL Escompte intragroupe,01,601
101,Cpt APL Escompte avalisé,01,601
102,Cpte APL Escompte VIP,01,601
113,COMPTE  APL ponctuelle Crédit,01,601
114,Ponctuelle Crédit,01,400
403,CREDIT RENOVATION,11,400
404,CREDIT RENOVATION PERSONEL,11,400
433,COMPTE CREDIT RENOVATION,01,001
434,CPT CDT RENOVATION PERSONNEL,01,001
453,Compte Credit COVID-19 CT,01,001
454,Crédit COVID-19 CT,11,400
451,CREDIT COVID-19 MT,11,400
452,COMPTE CREDIT COVID-19 MT,01,001
216,EBANKING MIXTE BTK@Doc Busines,38,900
004,Compte Carte BE FREE,01,220
662,CARTE BE Free,21,650
215,EBANKING MIXTE JUNIOR,38,900
663,CARTE BE HAPPY,21,650
664,CARTE BE ACTIVE,21,650
812,Dépôt à Terme RAS 20,11,800
813,Compte DAT TND RAS 20,01,800
814,Compte d'avance DAT TND ras 20,01,800
617,FIN. EXCEP.TOURISME COVID  CT,11,400
421,Cpt FIN. EXCEP.TOURIS COVID CT,01,001
217,SMS PROFESSIONNELS  BTK,33,900
618,FIN. EXCEP.TOURISME COVID  MT,11,400
422,Cpt FIN. EXCEP.TOURIS COVID MT,01,001
691,CARTE INFINITE INTERNATIONALE,21,650
690,Carte Infinite Nationale,21,650
423,COMPTE CREDIT HOLIDAY,01,001
732,CREDIT HOLIDAY,11,400
665,CARTE WAFFER,21,650
743,COMPTE DECOUVERT MOBILISE CT,01,001
604,DM DOUANE AMMORTISSABLE,11,400
745,CPT DM DOUANE IN FINE,01,001
605,DM DOUANE IN FINE,11,400
548,DM Achats locaux,11,400
782,DM Achats locaux,01,001
549,DM Achats locaux,11,400
783,DM Achats locaux,01,001
601,DM IMPORT AMMOTISSABLE,11,400
742,CPT DM IMPORT AMMORTISSABLE,01,001
744,CPT DM IMPORT IN FINE,01,001
603,DM IMPORT IN FINE,11,400
298,CREDIT PARTICIPATIF FCP PRS,11,400
646,VISA PLATINUM BUSINESS NATIONA,21,650
647,VISA PLATINUM BUSINESS INTERNA,21,650
218,WEB CORPORATE,43,900
261,Compte STARTUP en Devise,01,250
670,TPE MPOS,91,650
669,MyTPE,91,650
424,COMPTE CREDIT IHIGH TECH,01,001
733,CREDIT HIGH TECH,11,400
425,COMPTE CREDIT HIGH TECH PLUS,01,001
734,CREDIT HIGH TECH PLUS,11,400
220,EBANKING BTKDOC,38,900
